Id,Score
1497147,4.0
594487,5.0
208509,4.0
20507,5.0
1493209,5.0
1369235,5.0
427289,5.0
1668126,3.0
748179,4.0
331372,2.0
532429,3.0
254936,1.0
649285,3.0
441631,5.0
820276,5.0
218365,5.0
1051187,5.0
855224,5.0
1460838,5.0
1133367,5.0
959987,5.0
673199,5.0
1337035,3.0
1054272,4.0
367584,4.0
1404920,3.0
1011175,5.0
285567,5.0
881037,4.0
901627,3.0
1695136,3.0
1371990,1.0
1325974,5.0
271474,1.0
197380,4.0
21411,5.0
39176,5.0
784184,5.0
678198,5.0
94508,5.0
1114114,2.0
648553,5.0
836893,5.0
238810,4.0
1298467,1.0
1279735,5.0
784755,4.0
488999,5.0
293883,4.0
1023256,1.0
372803,5.0
662164,5.0
901916,4.0
856946,3.0
1135259,5.0
1170464,5.0
173297,5.0
272935,5.0
607648,4.0
202533,5.0
1511468,4.0
1673073,1.0
1445707,1.0
960698,3.0
640065,4.0
382711,3.0
1059781,4.0
1597668,4.0
1079429,3.0
713510,5.0
844466,5.0
179883,5.0
1492000,5.0
691726,5.0
845808,1.0
1653141,5.0
243712,5.0
1027542,3.0
989817,5.0
686527,4.0
135056,1.0
464955,3.0
433518,4.0
1265224,5.0
1628549,5.0
168388,4.0
939997,5.0
1087708,5.0
866747,4.0
510789,5.0
1307213,4.0
1486513,4.0
499937,5.0
1566296,5.0
1010009,2.0
1195436,2.0
1443461,5.0
1555757,4.0
1164472,5.0
827557,4.0
139862,5.0
323217,5.0
755789,2.0
1586730,5.0
523428,5.0
1593239,4.0
1463357,5.0
308617,5.0
254317,5.0
143252,5.0
73097,5.0
370530,1.0
208929,5.0
1142890,2.0
1539067,5.0
1126154,4.0
118830,4.0
121880,4.0
14029,3.0
872452,4.0
334336,5.0
582498,1.0
1163331,5.0
722855,5.0
601967,5.0
1156488,4.0
283569,5.0
1682592,5.0
360416,5.0
516344,3.0
1537970,5.0
784177,5.0
1099505,5.0
1128196,1.0
384150,4.0
57209,4.0
1408329,5.0
648281,3.0
892924,5.0
802517,5.0
63688,2.0
574668,5.0
1491193,3.0
899040,5.0
1692949,5.0
30816,1.0
931468,4.0
1563612,5.0
551562,4.0
707995,2.0
172658,5.0
1192900,3.0
1562300,2.0
507263,4.0
1404358,5.0
188304,2.0
1029092,5.0
498176,5.0
1637089,4.0
1632819,3.0
1635435,4.0
923400,4.0
1070350,5.0
428878,5.0
1260322,5.0
539197,5.0
108337,5.0
1048619,5.0
1281299,5.0
673739,5.0
836970,5.0
1568820,3.0
541813,5.0
396946,4.0
142217,5.0
740362,4.0
1500373,5.0
576034,2.0
316908,5.0
301006,4.0
484070,5.0
404911,1.0
148441,5.0
643257,5.0
687183,1.0
1448187,2.0
663753,4.0
674073,1.0
484289,5.0
1032425,4.0
715072,1.0
583340,5.0
1211030,4.0
1528688,5.0
1570430,5.0
1249025,4.0
1677942,5.0
87380,5.0
583673,2.0
448936,5.0
1176370,5.0
926248,5.0
179393,5.0
1423748,5.0
459371,5.0
1131396,3.0
902827,5.0
1317397,5.0
411093,5.0
1568299,3.0
137988,5.0
1028733,1.0
453053,2.0
255260,3.0
397974,4.0
594039,5.0
1266206,4.0
1536038,5.0
7631,4.0
342211,5.0
76176,5.0
809051,5.0
555538,3.0
801532,5.0
1628536,5.0
1427940,5.0
13905,5.0
500656,5.0
1256785,3.0
821812,3.0
1291313,2.0
309102,4.0
1111939,4.0
1361403,5.0
1397656,3.0
1188967,5.0
546451,5.0
757567,5.0
631285,4.0
1632035,4.0
387775,5.0
1371553,5.0
1620397,5.0
30649,5.0
175664,1.0
700714,5.0
79155,4.0
77047,4.0
1694760,4.0
67376,5.0
726914,1.0
978901,5.0
882160,3.0
876982,4.0
1590647,3.0
666243,4.0
832021,5.0
1477358,3.0
1505211,5.0
562397,2.0
125803,4.0
1625944,5.0
1115650,5.0
600830,5.0
677551,1.0
396931,4.0
595887,2.0
832772,5.0
1117446,5.0
1179366,2.0
936424,3.0
121962,5.0
1618716,5.0
1532216,5.0
282099,4.0
705879,5.0
100672,4.0
1247895,2.0
113561,5.0
145845,3.0
888230,5.0
1135344,5.0
1617641,5.0
49472,4.0
772019,4.0
737476,4.0
709603,5.0
809439,5.0
1242652,4.0
560477,5.0
1483263,3.0
975094,3.0
857221,4.0
1179738,1.0
214453,5.0
832725,4.0
270422,4.0
986218,3.0
1428265,5.0
1195782,4.0
132953,5.0
1141933,2.0
1432653,5.0
975501,4.0
790226,2.0
671673,4.0
208297,4.0
395102,5.0
78160,5.0
953793,2.0
587952,2.0
1413106,4.0
791241,4.0
30532,2.0
664399,1.0
1662790,3.0
812199,5.0
1232062,5.0
1327486,5.0
1290729,4.0
1420821,4.0
545869,1.0
1462350,5.0
206019,4.0
249696,5.0
1316975,3.0
1391964,5.0
975727,5.0
1314863,5.0
1111364,5.0
1393496,3.0
1238940,3.0
1298843,5.0
987860,4.0
844217,5.0
544780,4.0
1543780,4.0
1631251,4.0
400905,4.0
248398,2.0
585371,4.0
1454412,2.0
1061926,5.0
715035,5.0
663649,3.0
441419,5.0
557841,4.0
169528,1.0
176106,5.0
401631,5.0
852670,4.0
1543302,3.0
608524,4.0
690754,4.0
444856,5.0
39064,1.0
699908,5.0
875683,5.0
1192943,5.0
1514949,5.0
1621534,5.0
699454,2.0
21671,5.0
212135,3.0
614606,5.0
415145,3.0
403511,3.0
261178,4.0
529941,3.0
1689686,4.0
1693018,5.0
1149646,1.0
657460,2.0
283315,5.0
425152,2.0
370871,3.0
682906,3.0
1267490,5.0
789509,5.0
1464333,1.0
57510,2.0
298572,5.0
1441036,5.0
959811,5.0
1149302,5.0
168985,4.0
756508,5.0
48579,5.0
1128787,5.0
529709,3.0
1079231,1.0
971391,5.0
1640823,5.0
1366530,4.0
155264,5.0
1535952,5.0
1499883,5.0
550515,4.0
1607996,4.0
971874,4.0
1012716,3.0
649822,5.0
439090,5.0
1021005,5.0
1513895,4.0
1663787,3.0
1660796,5.0
294215,5.0
1470040,3.0
318600,5.0
382596,5.0
157864,5.0
1001537,3.0
1050533,5.0
186269,5.0
785684,5.0
518957,5.0
798651,3.0
1032530,2.0
105646,5.0
1292506,5.0
328350,5.0
572080,4.0
774221,4.0
562561,5.0
645431,5.0
35653,4.0
794914,4.0
36692,5.0
342395,5.0
453502,5.0
349937,5.0
718714,3.0
967641,4.0
653281,5.0
165173,5.0
766240,5.0
1583044,5.0
789550,5.0
49668,5.0
1338648,3.0
1332794,4.0
184422,4.0
801778,4.0
674235,1.0
865577,5.0
1016676,5.0
1478143,3.0
858092,5.0
798854,5.0
728153,5.0
90641,5.0
1209728,5.0
99980,5.0
165886,5.0
1489214,3.0
1432978,5.0
651750,5.0
210928,5.0
68361,4.0
988263,3.0
1076515,3.0
995134,1.0
583223,4.0
887124,5.0
790088,5.0
599796,4.0
79127,4.0
822642,5.0
897903,5.0
535785,2.0
1226931,5.0
66657,4.0
672931,5.0
1046481,5.0
81833,3.0
1555626,4.0
1530082,4.0
964250,5.0
958425,5.0
1027670,4.0
554443,2.0
1457805,4.0
1327099,5.0
1588989,5.0
1585590,5.0
1692211,5.0
1595727,5.0
545414,4.0
969070,4.0
328454,3.0
1358367,1.0
1605055,2.0
1569911,1.0
807516,5.0
832958,5.0
1049810,5.0
816176,1.0
1413069,3.0
1472112,4.0
255861,2.0
261811,4.0
1417317,4.0
1318461,5.0
1241728,4.0
1291324,5.0
1509865,3.0
1414982,5.0
1188467,5.0
811814,3.0
200288,1.0
725040,5.0
530462,3.0
1062704,3.0
1420596,4.0
937972,3.0
135740,4.0
1238086,4.0
453392,5.0
1326922,4.0
1635464,4.0
1390762,5.0
1016016,5.0
395233,4.0
120126,4.0
1456990,5.0
624522,5.0
